name,successor,start,end,region
Дардаре,Урарту,-1150,-860,ЗА
Кирине,Урарту,-1150,-860,ЗА
Кулибарзине,Урарту,-1150,-860,ЗА
Назабия,Урарту,-1150,-860,ЗА
Пайтере,Урарту,-1150,-860,ЗА
Пиладарне,Урарту,-1150,-860,ЗА
Туале,Урарту,-1150,-860,ЗА
Тумме,Урарту,-1150,-860,ЗА
Тунубе,Урарту,-1150,-860,ЗА
Узула,Урарту,-1150,-860,ЗА
Уирам,Урарту,-1150,-860,ЗА
Унзамуне,Урарту,-1150,-860,ЗА
Хемуа,Урарту,-1150,-860,ЗА
Шинибирне,Урарту,-1150,-860,ЗА
Шуруриа,Урарту,-1150,-860,ЗА
Хадрамаут,Химьяр,-1150,-1150,ЗА
Безек,евреи,-1150,-1150,ЗА
Кима,Рим,-1120,-126,ЗА
Мадон,евреи,-1120,-1120,ЗА
Ашдод,Ассирия,-1100,-650,ЗА
Ашкелон,Ассирия,-1100,-650,ЗА
Газа (Хазати),Ассирия,-1100,-650,ЗА
Гат (Геф),Ассирия,-1100,-650,ЗА
Зоба (Арам-Соба),Ассирия,-1100,-860,ЗА
Палистин (Падасатини),Ассирия,-1100,-850,ЗА
Экрон,Вавилон,-1100,-604,ЗА
Кейянидов царство,Персия,-1100,-700,ЗА
Эфес,Рим,-1100,-1100,ЗА
Арад (Арвад),Рим,-1100,-37,ЗА
Ларисса,Рим,-1100,-146,ЗА
Смирна,Рим,-1100,-85,ЗА
Иалис,Родос,-1100,-418,ЗА
Камир,Родос,-1100,-418,ЗА
Линд,Родос,-1100,-418,ЗА
Триполис,Родос,-1100,-418,ЗА
Милет,Рим,-1050,-78,ЗА
Питана,Рим,-1050,-46,ЗА
Израильское (Израильско-Иудейское) царство,"Иудея, Израиль",-1040,-928,ЗА
Акарбани,Ассирия,-950,-800,ЗА
Бит-Джахири,Ассирия,-950,-800,ЗА
Гургум,Ассирия,-950,-711,ЗА
Изилла (Азулла),Ассирия,-950,-800,ЗА
Кипина,Ассирия,-950,-800,ЗА
Лухути (Луаш),Ассирия,-950,-737,ЗА
Масувари,Ассирия,-950,-856,ЗА
Нагисте,Ассирия,-950,-800,ЗА
Насипина,Ассирия,-950,-895,ЗА
Сирку,Ассирия,-950,-800,ЗА
Супру,Ассирия,-950,-800,ЗА
Унки (Паттина),Ассирия,-950,-738,ЗА
Хамат,Ассирия,-950,-720,ЗА
Замуа,Вавилония,-950,-883,ЗА
Иди,Вавилония,-950,-855,ЗА
Намар,Вавилония,-950,-843,ЗА
Халки,Камир,-950,-295,ЗА
Миунт,,-950,-55,ЗА
Теос,,-950,-46,ЗА
Древний Израиль,Ассирия,-928,-722,ЗА
Иудея Древняя,Вавилон,-928,-587,ЗА
Бит-Адини,Ассирия,-900,-855,ЗА
Гидара,Ассирия,-900,-897,ЗА
Саруджи,Ассирия,-900,-855,ЗА
Хузирина,Ассирия,-900,-866,ЗА
Аполлония,Гортина,-900,-164,ЗА
Ассос (Аполлония),Пергам,-900,-241,ЗА
Бит-Замани,Ассирия,-882,-852,ЗА
Тил-Абни,Ассирия,-876,-852,ЗА
Бит-Агуши (Джахан),Ассирия,-870,-740,ЗА
Ирекуа,Ассирия,-870,-735,ЗА
Мусасир,Ассирия,-870,-714,ЗА
Хубушкиа,Ассирия,-870,-555,ЗА
Шуприа,Ассирия,-870,-673,ЗА
Кедар,мусульмане,-870,628,ЗА
Хаттина,Ассирия,-866,-738,ЗА
Бит-Буруташ,Ассирия,-860,-713,ЗА
Шамалу,Ассирия,-860,-539,ЗА
Урарту (Биайнили),Мидия,-860,-590,ЗА
Абдадана,Ассирия,-850,-715,ЗА
Алабриа,Ассирия,-850,-715,ЗА
Андиа,Ассирия,-850,-714,ЗА
Аразиаш,Ассирия,-850,-740,ЗА
Арпад,Ассирия,-850,-740,ЗА
Бит-Затти,Ассирия,-850,-720,ЗА
Бит-Капси,Ассирия,-850,-720,ЗА
Гизильбунда,Ассирия,-850,-715,ЗА
Гильзану,Ассирия,-850,-715,ЗА
Зикирту,Ассирия,-850,-714,ЗА
Каралла,Ассирия,-850,-716,ЗА
Кишезим,Ассирия,-850,-714,ЗА
Мисси-Сурикаш,Ассирия,-850,-714,ЗА
Сурикаш,Ассирия,-850,-716,ЗА
Уишдиш,Ассирия,-850,-714,ЗА
Урьякку,Ассирия,-850,-716,ЗА
Бит-Джакини,Вавилония,-850,-625,ЗА
Ида,Мидия,-850,-650,ЗА
Манна,Мидия,-850,-615,ЗА
Тувана,Ассирия,-800,-700,ЗА
Мелос,Афины,-800,-416,ЗА
Фригия,Персия,-800,-546,ЗА
Гриния,Рим,-800,-126,ЗА
Килла,Рим,-800,-126,ЗА
Ларисса,Рим,-800,-126,ЗА
Мирина,Рим,-800,-126,ЗА
Неонтихос,Рим,-800,-126,ЗА
Темнос,Рим,-800,-126,ЗА
Эгироэсса,Рим,-800,-126,ЗА
Бит-Шаалла,Ассирия,-750,-730,ЗА
Тейма (Тайма),Вавилония,-750,-550,ЗА
Илион (Троя),Рим,-750,200,ЗА
Балана,,-750,-600,ЗА
Маса,,-750,-600,ЗА
Хатти,,-750,-600,ЗА
Каша,Персия,-738,-738,ЗА
Тунна,Персия,-738,-738,ЗА
Мидия,Персидское царство,-725,-550,ЗА
Шинухту,Персия,-713,-713,ЗА
Умман-Манда,Мидия,-700,-620,ЗА
Пирра,Митилена,-700,-360,ЗА
Абидос,Рим,-700,-116,ЗА
Антисса,Рим,-700,-167,ЗА
Метимна,Рим,-700,-17,ЗА
Мадакту,Ассирия,-693,-647,ЗА
Халкедон,Рим,-680,20,ЗА
Кизик,Рим,-679,25,ЗА
Курион,Македония,-673,-330,ЗА
Иджайя,Ассирия,-671,-671,ЗА
Кар-Кашши (Бит-Кари),Ассирия,-671,-671,ЗА
Партакка,Ассирия,-671,-671,ЗА
Ашкузаи,Мидия,-670,-625,ЗА
Набатея,Рим,-670,106,ЗА
Персидское царство (Персия),Македония,-660,-330,ЗА
Магнесия,Рим,-657,23,ЗА
Зимру,Ассирия,-650,-650,ЗА
Трапезунд,Понт,-650,-330,ЗА
Лубди,Ассирия,-638,-638,ЗА
Лебедос,Рим,-633,-188,ЗА
Сигей,Илион,-620,-420,ЗА
Митилена,Рим,-620,100,ЗА
Аппунуша,Киликия,-606,-545,ЗА
Пиринду,Киликия,-606,-545,ЗА
Нотион,Колофон,-600,-299,ЗА
"Колхида (Кулха, Эгриси)",Рим,-600,300,ЗА
Аполлония,Рим,-588,-30,ЗА
Амисос,Рим,-562,270,ЗА
Херсонес Фракийский,Рим,-559,-133,ЗА
Аспендос,Рим,-550,133,ЗА
Клазомены,Рим,-550,-78,ЗА
Перге,Рим,-550,-167,ЗА
Селге,Рим,-550,42,ЗА
Сиде,Рим,-550,42,ЗА
Аусан,Химьяр,-550,-120,ЗА
Катабан,Химьяр,-550,150,ЗА
Ликия,Персия,-530,-360,ЗА
Лампсак,Рим,-513,-48,ЗА
Ассакенов союз,Греко-Бактрийское царство,-500,-250,ЗА
Эритры,Рим,-500,-84,ЗА
Скепсис,Пергам,-490,-188,ЗА
Тасос (Фасос),Македония,-480,-340,ЗА
Тилос,Македония,-480,-338,ЗА
Лемнос,Афины,-477,-387,ЗА
Вифиния,Рим,-450,-74,ЗА
Родос,Рим,-418,90,ЗА
Аполлония,Рим,-405,-180,ЗА
Эрес,Рим,-400,-12,ЗА
Бану Кахтан,Парфия,-370,-140,ЗА
Аполлония,Рим,-360,43,ЗА
Бубон,Рим,-360,43,ЗА
Коммагена (Кумух),Рим,-350,72,ЗА
Самария,Иудея,-332,-129,ЗА
Армения Великая,"Иран, Византия",-330,428,ЗА
Атропатена,Сасанидское царство,-330,230,ЗА
Оман Древний,Сасанидское царство,-330,241,ЗА
Тилос,Сасаниды,-330,-330,ЗА
Армения Малая,Понт,-322,-110,ЗА
Сирийское царство,Рим,-312,-64,ЗА
Александрия Троянская,Рим,-306,25,ЗА
Каппадокия,Рим,-301,17,ЗА
Понт,Рим,-301,63,ЗА
Албания Кавказская,Сасанидское царство,-300,530,ЗА
Пергам,Рим,-283,-129,ЗА
Тектосагов союз,Рим,-278,-25,ЗА
Толистобогов союз,Рим,-278,-25,ЗА
Трокмов союз,Рим,-278,-25,ЗА
Алаванда,Рим,-274,20,ЗА
Миласа,Рим,-274,138,ЗА
Стратоникия,Рим,-274,80,ЗА
Софена (Цопк),Армения,-260,-94,ЗА
Греко-Бактрийское царство (Бактрия),Кушанское царство,-256,-55,ЗА
Лихьян,мусульмане,-250,625,ЗА
"Парфянское царство (Парфия, Пахлав)",Сасанидское царство,-248,227,ЗА
Баргилия,Рим,-200,14,ЗА
Пафлагония,Рим,-200,-25,ЗА
Награ,,-200,520,ЗА
Галикарнас,Рим,-196,-80,ЗА
Кавн,Рим,-196,74,ЗА
Книд,Рим,-196,14,ЗА
Амелас,Рим,-190,43,ЗА
Антифеллос,Рим,-190,43,ЗА
Аперла,Рим,-190,43,ЗА
Ариканда,Рим,-190,43,ЗА
Бальбура,Рим,-190,43,ЗА
Гаги,Рим,-190,43,ЗА
Диас,Рим,-190,43,ЗА
Идебесс,Рим,-190,43,ЗА
Исинда,Рим,-190,43,ЗА
Киана,Рим,-190,43,ЗА
Ксанф,Рим,-190,74,ЗА
Лимира,Рим,-190,43,ЗА
Мира,Рим,-190,43,ЗА
Олимп,Рим,-190,43,ЗА
Патара,Рим,-190,43,ЗА
Пинара,Рим,-190,43,ЗА
Подалия,Рим,-190,43,ЗА
Родиаполис,Рим,-190,43,ЗА
Сидима,Рим,-190,43,ЗА
Симена,Рим,-190,43,ЗА
Тельмесс,Рим,-190,43,ЗА
Тлос,Рим,-190,74,ЗА
Требенна,Рим,-190,43,ЗА
Фазелис,Рим,-190,43,ЗА
Феллос,Рим,-190,43,ЗА
Эгеи,Рим,-190,20,ЗА
Эноанда,Рим,-190,43,ЗА
"Гордиена (Кордуэна, Кордайк)",Парфия,-189,113,ЗА
Дардан,Рим,-188,20,ЗА
Ликийский союз,Рим,-168,43,ЗА
Элимаида,Сасаниды,-160,224,ЗА
Иудея,Рим,-152,6,ЗА
Газа,Иудея,-150,-96,ЗА
Да Ся (Да Юэчжи),Кушанское царство,-150,20,ЗА
Харакена (Месена),Персидское царство,-150,228,ЗА
Атталия,Рим,-150,-77,ЗА
Думи,Кушанское царство,-140,20,ЗА
Сидунь,Кушанское царство,-140,20,ЗА
Эдесса (Осроена),Рим,-137,244,ЗА
Каписа (Незак),Кабул,-130,665,ЗА
Адиабена,Парфия,-120,225,ЗА
Сигал,Парфянское царство,-120,70,ЗА
Химьяр,Персидское царство,-120,599,ЗА
Эмеса,Рим,-120,72,ЗА
Афродисия,Рим,-105,250,ЗА
Хатра,Сасанидское царство,-100,241,ЗА
Ятриб (Ясриб),мусульмане,-100,625,ЗА
Итурея,Рим,-85,-20,ЗА
Мекка,мусульмане,-75,630,ЗА
Мопсуэстия,Рим,-68,161,ЗА
Себастия (Элависса),Рим,-68,200,ЗА
Галатия,Рим,-63,-25,ЗА
Галилея,Рим,-60,70,ЗА
Идумея,Рим,-60,70,ЗА
Индо-сакское царство,Парфянское царство,-58,70,ЗА
Пальмира,Рим,-30,272,ЗА
Селевкия (Каликадн),Рим,-30,250,ЗА
Батанея,Рим,-4,96,ЗА
Артукидов в Харпуте государство,Айюбида,0,0,ЗА
